0	14
12	3
13	1
16	1
17	1
18	2
21	2
22	7
23	1
26	2
27	1
29	2
32	2
33	1
34	1
35	2
36	2
38	3
39	1
40	3
42	2
43	1
44	2
45	1
46	2
47	3
48	2
50	2
51	2
55	1
59	1
60	2
61	3
63	6
64	1
66	2
68	4
70	1
72	1
77	1
78	1
80	2
83	1
84	6
88	3
89	2
94	1
100	309
