0	61
3	1
8	1
10	1
12	2
13	1
15	1
16	1
17	1
18	2
21	3
22	2
23	1
24	1
25	1
26	1
27	1
29	3
31	3
32	2
34	1
35	2
36	2
38	4
40	4
42	4
43	2
44	2
46	5
47	2
48	2
50	1
51	2
55	1
56	1
57	1
58	1
59	1
60	2
61	1
63	7
64	1
66	2
68	4
72	1
77	2
78	2
80	1
83	1
84	5
88	3
89	3
94	6
100	410
